Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,
Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
Tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain
Common Cold,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain,
Common Cold,continuous sneezing,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain,
Common Cold,continuous sneezing,chills,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain,
Common Cold,continuous sneezing,chills,fatigue,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain,
Common Cold,continuous sneezing,chills,fatigue,cough,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain,
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain,
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,malaise,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain,
Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,phlegm,throat irritation,redness of eyes,sinus pain,runny nose,congestion,chest pain,loss of smell,muscle pain,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,
Pneumonia,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,sweating,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,malaise,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,phlegm,chest pain,fast heart rate,bloody mucus,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,bloody stool,irritation in anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,irritation in anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
Heart attack,breathlessness,sweating,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,sweating,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
Heart attack,breathlessness,sweating,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,sweating,chest pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,chest pain,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,
Varicose veins,cramps,bruising,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,bruising,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,obesity,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,swollen legs,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen blood vessels,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,veins on legs,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,veins on legs,,,,,,,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,
Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,swollen neck,weak nails,swollen limbs,depression,irritability,irregular periods,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,
Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,excessive hunger,muscle weakness,irritability,irregular periods,,,,,,,
Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,muscle weakness,irritability,irregular periods,,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,
Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurry vision,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive hunger,tingling lips,slurring,irritability,fast heart beat,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
Osteoarthristis,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,swelling joints,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,painful walking,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
Arthritis,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,
Arthritis,muscle weakness,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,movement stiffness,painful walking,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,painful walking,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss of balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss of balance,unsteadiness,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,,
Acne,skin rash,blackheads,scurring,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,scurring,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,scurring,,,,,,,,,,,,,,
Acne,skin rash,blackheads,scurring,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,
Urinary tract infection,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,,
Urinary tract infection,burning pee,foul smell of urine,need to pee,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,need to pee,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,foul smell of urine,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,need to pee,,,,,,,,,,,,,,
Urinary tract infection,bladder discomfort,foul smell of urine,need to pee,,,,,,,,,,,,,,
Urinary tract infection,burning pee,bladder discomfort,need to pee,,,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,
Psoriasis,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,small dents in nails,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,inflammatory nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,
